character,move_name,alt_names,guard,properties,damage,chip_damage,meter_on_hit,meter_on_whiff,on_hit_advantage,on_hit_effect,on_block,startup,active,recovery,hitstun,blockstun,hitstop,on_pushblock,footer,thumbnail_url,footer_url,move_category,undizzy
DOUBLE,5MP,"MP,SMP,S.MP,5.MP,STRONG,STANDING STRONG,STAND STRONG,STANDING MP,STAND MP",Mid,,[550],,['7.50'],,0.0,,-3,[12],[3],['26 (25 on miss)'],[28],[24],[9],-1,['High profile'],https://wiki.gbl.gg/images/d/d8/SG_dbl_smp_hb.png,https://wiki.gbl.gg/images/0/0e/SG_dbl_smp_fd.png,MEDIUM_NORMAL,20.0
DOUBLE,5HP,"TITAN KNUCKLE,HP,S.HP,SHP,5.HP,FIERCE,STAND FIERCE,STANDING FIERCE,STAND HP,STANDING HP",Mid,,[1000],,['10'],,,Sliding KD,-4,[21],[3],[22],[26],[19],[14],2,['Hurtbox lingers after active frames.'],https://wiki.gbl.gg/images/0/0d/SG_dbl_shp_hb.png,https://wiki.gbl.gg/images/a/a1/SG_dbl_shp_fd.png,HEAVY_NORMAL,30.0
DOUBLE,5LK,"LK,SLK,S.LK,5.LK,SHORT,STANDING SHORT,STAND SHORT,STANDING LK,STAND LK",Mid,,[400],,['2.50'],,5.0,,3,[8],[2],[16],[22],[20],[7],9,"['More damage than 2LK, so use this when you need to start a chain with a LK button in the middle of your combo.']",https://wiki.gbl.gg/images/1/1b/SG_dbl_slk_hb.png,https://wiki.gbl.gg/images/c/c6/SG_dbl_slk_fd.png,LIGHT_NORMAL,15.0
DOUBLE,5MK,"MK,SMK,S.MK,5.MK,FORWARD,STAND FORWARD,STANDING FORWARD,STAND MK,STANDING MK",Mid,Chains Into Self,[400],,['3.75'],,-3.0,,-4,[11],[4],[21],[20],[19],[10],2,"['See ""5MK x2""']",https://wiki.gbl.gg/images/6/66/SG_dbl_smk_hb.png,https://wiki.gbl.gg/images/8/89/SG_dbl_smk1_fd.png,MEDIUM_NORMAL,20.0
DOUBLE,5MK X2,"5MKX2,5.MKX2,SMKX2,S.MKX2,5.MK(2),SMK(2),S.MK(2),5.MK X2,SMK X2,S.MK X2,5.MK (2),SMK (2),S.MK (2)",Mid,,[500],,['7.50'],,0.0,,-5,[11],[3],[23],[24],[19],[9],1,"['Delaying this move in a combo can help restand airborne opponents\n', ""Although 2LK 5MKx2 is a true blockstring, it's suspect to PBGC and has poor block advantage.""]",https://wiki.gbl.gg/images/6/66/SG_dbl_smk_hb.png,https://wiki.gbl.gg/images/2/28/SG_dbl_smk2_fd.png,MEDIUM_NORMAL,20.0
DOUBLE,5HK,"HK,SHK,S.HK,5.HK,ROUNDHOUSE,ROUND HOUSE,STAND ROUND HOUSE,STANDING ROUNDHOUSE,STAND ROUNDHOUSE,STANDING ROUND HOUSE,STAND HK,STANDING HK",Mid,Launcher,[975],,['10'],,-4.0,,-12,[16],[2],[33],[29],[21],[12],-7,[],https://wiki.gbl.gg/images/a/a6/SG_dbl_shk_hb.png,https://wiki.gbl.gg/images/a/af/SG_dbl_shk_fd.png,HEAVY_NORMAL,30.0
DOUBLE,2LP,"CLP,C.LP,2.LP,CRLP,CR.LP,CROUCHING JAB,CROUCH JAB,CROUCHING LP,CROUCH LP",Mid,Chains Into Self,[200],,['2.50'],,4.0,,5,[7],[3],[11],[17],[18],[7],13,"['Chains into itself once with the same frame data.\n', 'Is one frame faster and more advantageous on hit than 2LK.']",https://wiki.gbl.gg/images/6/69/SG_dbl_clp_hb.png,https://wiki.gbl.gg/images/b/bc/SG_dbl_clp_fd.png,LIGHT_NORMAL,15.0
DOUBLE,2MP,"CMP,C.MP,2.MP,CR.MP,CRMP,CROUCHING STRONG,CROUCH STRONG,CROUCHING MP,CROUCH MP",Mid,,[575],,['7.50'],,0.0,,-8,[14],[6],[21],[25],[17],[10],0,"['Moves Double forward.\n', 'Unable to crossup opponents not already in hitstun.']",https://wiki.gbl.gg/images/2/27/SG_dbl_cmp_hb.png,https://wiki.gbl.gg/images/4/48/SG_dbl_cmp_fd.png,MEDIUM_NORMAL,20.0
DOUBLE,2HP,"CHP,C.HP,2.HP,CRHP,CR.HP,CROUCH FIERCE,CROUCHING FIERCE,CROUCH HP,CROUCHING HP",Mid,,[900],,['10'],,,"-2, 
 Ground Bounce (vs air)",-8,[12],[3],[28],[28],[21],[9],-3,"['Fast startup for a heavy button\n', 'Combo: 2HP > 4LK+HK\n', 'Low profile']",https://wiki.gbl.gg/images/1/13/SG_dbl_chp_hb.png,https://wiki.gbl.gg/images/9/9d/SG_dbl_chp_fd.png,HEAVY_NORMAL,30.0
DOUBLE,2LK,"CLK,C.LK,2.LK,CR.LK,CRLK,CROUCH SHORT,CROUCHING SHORT,CROUCH LK,CROUCHING LK",Low,,[200],,['2.50'],,2.0,,5,[8],[4],[12],[17],[20],[8],11,[],https://wiki.gbl.gg/images/9/97/SG_dbl_clk_hb.png,https://wiki.gbl.gg/images/3/31/SG_dbl_clk_fd.png,LIGHT_NORMAL,15.0
DOUBLE,2MK,"CMK,C.MK,2.MK,CRMK,CR.MK,CROUCHING FORWARD,CROUCH FORWARD,CROUCHING MK,CROUCH MK",Low,,[500],,['7.50'],,0.0,,-3,[15],[4],[19],[22],[18],[9],4,"['Lower damage and range than 2MP, but is much safer on block and acts as a second low in your chain.']",https://wiki.gbl.gg/images/6/61/SG_dbl_cmk_hb.png,https://wiki.gbl.gg/images/8/8f/SG_dbl_cmk_fd.png,MEDIUM_NORMAL,20.0
DOUBLE,2HK,"CHK,C.HK,2.HK,CR.HK,CRHK,CROUCH ROUNDHOUSE,CROUCH ROUND HOUSE,CROUCHING ROUND HOUSE,CROUCHING ROUNDHOUSE,CROUCH HK,CROUCHING HK,SWEEP",Low,Sweep,[1000],,['10'],,,Soft KD (Invuln.),-17,[17],[4],[32],[14],[17],[10],-8,[],https://wiki.gbl.gg/images/d/d0/SG_dbl_chk_hb.png,https://wiki.gbl.gg/images/4/46/SG_dbl_chk_fd.png,HEAVY_NORMAL,30.0
DOUBLE,JLP,"J.LP,J LP,JUMP JLP,JUMPING JLP,JUMP LP,JUMPING LP,JUMP JAB",High,,[250],,['2.50'],,1.0,,0,[6],[3],[16],[19],[18],[7],8,"['Tied for fastest air normal in the game.\n', 'Crossup hitbox']",https://wiki.gbl.gg/images/7/7b/SG_dbl_jlp_hb.png,https://wiki.gbl.gg/images/9/98/SG_dbl_jlp_fd.png,LIGHT_NORMAL,15.0
DOUBLE,JMP,"J.MP,J MP,JUMP JMP,JUMPING JMP,JUMP MP,JUMPING MP,JUMP STRONG",High,,"[150, 150, 150, 150, 150, 250]",,"['1.0588', '1.0588', '1.0588', '1.0588', '1.0588', '1.0588']",,11.0,,8,[11],"[2, 2, 2, 2, 2, 2]",[9],"[20, 20, 20, 20, 20, 21]","[18, 18, 18, 18, 18, 18]","[4, 4, 4, 4, 4, 9]",7/ 17,['Slight crossup hitbox'],https://wiki.gbl.gg/images/7/7e/SG_dbl_jmp_hb.png,https://wiki.gbl.gg/images/0/0d/SG_dbl_jmp_fd.png,MEDIUM_NORMAL,20.0
DOUBLE,JHP,"J.HP,J HP,JUMP HP,JUMP JHP,JUMPING HP,JUMPING JHP,JUMP FIERCE",High,,"[250, 225, 450]",,"['1.5', '1.5', '1.5']",,2.0,,-5,[17],[11],[14],"[22, 22, 24]","[17, 17, 15]","[7, 7, '12(10onblocklasthit)']",,['Can chain into jHK to fastfall and land before the 2nd/3rd hits connect.'],https://wiki.gbl.gg/images/e/e5/SG_dbl_jhp_hb.png,https://wiki.gbl.gg/images/d/d3/SG_dbl_jhp_fd.png,HEAVY_NORMAL,30.0
DOUBLE,JLK,"J.LK,J LK,JUMP JLK,JUMPING JLK,JUMP LK,JUMPING LK,JUMP SHORT",High,,"[100, 100, 100]",,"['1.5', '1.5', '1.5']",,-11.0,,2,[10],[18],[16],"[19, 19, 19]","[22, 22, 22]","[7, 7, '7(6', 6, '6onblock)']",,['Vacuums the opponent towards Double.'],https://wiki.gbl.gg/images/0/05/SG_dbl_jlk_hb.png,https://wiki.gbl.gg/images/2/2a/SG_dbl_jlk_fd.png,LIGHT_NORMAL,15.0
DOUBLE,JMK,"J.MK,J MK,JUMP JMK,JUMPING JMK,JUMP MK,JUMPING MK,JUMP FORWARD",High,,"[300, 600]",,"['2.5', '6']",,10.0,,3,[12],"[3, '(3)', 3]",[15],"[24, 27]","[17, 20]","[7, 10]",,"['Gives Double forward momentum after the first hit.\n', 'Second hit pops a grounded opponent into the air.']",https://wiki.gbl.gg/images/c/c7/SG_dbl_jmk_hb.png,https://wiki.gbl.gg/images/4/47/SG_dbl_jmk_fd.png,MEDIUM_NORMAL,20.0
DOUBLE,JHK,"J.HK,J HK,JUMP JHK,JUMPING JHK,JUMP HK,JUMPING HK,JUMP ROUNDHOUSE",High,,[900],,['7.50'],,-8.0,,-7,[13],[2],[30],[22],[21],['11 (9 on block)'],,"['Hits once, then summons a bird projectile, Avery, which has two additional hits and travels straight downward. See ""jHK Projectile""\n', 'The first hit will pop a grounded opponent into the air.']",https://wiki.gbl.gg/images/d/df/SG_dbl_jhk_hb.png,https://wiki.gbl.gg/images/8/8f/SG_dbl_jhk_fd.png,HEAVY_NORMAL,30.0
DOUBLE,JHK PROJECTILE,"AVERY,BIRD,BIRDO,JHK AVERY,JHK BIRD,J.HK AVERY,J.HK BIRD",Mid,Projectile,"[450, 450]",,"['2.25', '2.25']",,,,,[7],['(Until ground)'],,"[19, 19]","[17, 17]","[5, 5]",,"['The two hit projectile summoned from jHK\n', 'See also jHK.']",https://wiki.gbl.gg/images/d/df/SG_dbl_jhk_hb.png,,HEAVY_NORMAL,30.0
DOUBLE,THROW,"LPLK,LPLK,GRAB",Throw,50% Damage Scaling,"[0, 300, 900]",,"['4', '0', '7']",,,KD,,[7],[1],[28],,,,,['Combo: Throw > 214K > 2MP'],https://wiki.gbl.gg/images/5/5c/SG_dbl_throw_hb.png,https://wiki.gbl.gg/images/4/42/SG_dbl_throw_fd.png,THROW,0.0
DOUBLE,AIR THROW,"JLPJLK,AT,JLPLK,J.LPLK,J.LPLK,AIR GRAB,AIRGRAB,AIRTHROW,JLPLK,JLKLP,JTHROW",Air Throw,50% Damage Scaling,"[0, 0, 800]",,"['0', '0', '9']",,,Ground Bounce,,[7],[3],[19],,,,,['Combo: Air throw > dash > OTG 2MP or 2LK. The latter saves OTG.'],https://wiki.gbl.gg/images/5/5b/SG_dbl_airthrow_hb.png,https://wiki.gbl.gg/images/e/e3/SG_dbl_airthrow_fd.png,AIR_THROW,0.0
DOUBLE,TAG IN,"TAG,RAW TAG,RAWTAG,TAG OUT",Mid,Tag,"[200, 300]",,"['10', '10']",,,"Ground Bounce,
OR KD",-50,[31],"[40, '(Until Ground)']",[65],"[10, 10]","[13, 13]","[9, 12]",-41 ~ -38,"['Double enters from the side of the screen, then re', 'Double will not perform the second hit if she does not get off the screen after the first hit. Trading with the first hit causes a regular knockdown instead of the full ground bounce.\n', 'Combo: Tag > dash > OTG 2MP or 2LK. The latter saves OTG.']",https://wiki.gbl.gg/images/e/e3/SG_dbl_tag_hb.png,https://wiki.gbl.gg/images/9/93/SG_dbl_tag_fd.png,TAG,
DOUBLE,SNAPBACK,"OUTTAKE,SNAP,SNAP BACK",Mid,Snapback,[0],,['-100'],,,,-17,['12  3'],[6],[30],[14],[17],['(9) 13'],-8,['Active for 6 frames instead of the normal 3 frames for snapbacks.'],https://wiki.gbl.gg/images/d/d4/SG_dbl_snap_hb.png,https://wiki.gbl.gg/images/d/d0/SG_dbl_snap_fd.png,SNAP,
DOUBLE,FLESH STEP,"STEP,214K,214K,QCB K,QCBK,FLASH STEP,FLESHSTEP",,Invuln. (Proj.) (Frame 12),,,,,,,,[11],,[23],,,,,"['A command dash that can pass through the opponent\n', 'Projectile invuln frames 12', ""There is only one version of this move. Which kick button is pressed doesn't change the move.""]",https://wiki.gbl.gg/images/7/74/SG_dbl_qcbk.png,https://wiki.gbl.gg/images/a/a6/SG_dbl_qcbk_fd.png,SPECIAL_MOVE,20.0
DOUBLE,L LUGER,"L GUN,FIREBALL,236LP,236LP,QCF LP,QCFLP,LUGER,GUN,L SHOT,LP SHOT,SHOT L,SHOT LP",Mid,"Projectile,
 75% Damage Scaling",[650],[100],['5.625'],['2.5'],,"0, 
 KD (vs air)",-3,[12],,[37],[28],[24],[8],-1,"['Moves Double backwards\n', 'Knocks down on air hit, giving a followup combo possibility when used as an anti air.\n', 'See top hitbox']",https://wiki.gbl.gg/images/2/2d/SG_dbl_qcfp_hb.png,https://wiki.gbl.gg/images/2/22/SG_dbl_qcflp_fd.png,SPECIAL_MOVE,20.0
DOUBLE,M LUGER,"M GUN,236MP,236MP,QCF MP,QCFMP,M SHOT,MP SHOT,SHOT MP,SHOT M",Mid,"Projectile,
 75% Damage Scaling",[650],[100],['5.625'],['2.5'],,"0, 
 KD (vs air)",-3,[12],,[37],[28],[24],[8],-1,"['Moves Double backwards\n', 'See middle hitbox']",https://wiki.gbl.gg/images/2/2d/SG_dbl_qcfp_hb.png,https://wiki.gbl.gg/images/c/cf/SG_dbl_qcfmp_fd.png,SPECIAL_MOVE,20.0
DOUBLE,H LUGER,"H GUN,236HP,236HP,QCF HP,QCFHP,H SHOT,HP SHOT,SHOT HP,SHOT H",Mid,"Projectile,
 75% Damage Scaling",[650],[100],['5.625'],['2.5'],,Ground Bounce,0,[16],,[33],[30],[24],[8],2,"['Moves Double backwards\n', 'Best block advantage of all the Lugers\n', ""Second use in a combo won't make the opponent go as high, limiting combo options.\n"", 'See bottom hitbox']",https://wiki.gbl.gg/images/2/2d/SG_dbl_qcfp_hb.png,https://wiki.gbl.gg/images/c/c7/SG_dbl_qcfhp_fd.png,SPECIAL_MOVE,20.0
DOUBLE,L BOMBER,"DP,L DP,623LK,623LK,DP LK,DPLK,LBOMBER,L HORNET BOMBER,L HORNET",Mid,Invuln. (Full),"[600, 800]","[100, 100]","['4.5', '3.6']",['2.5'],,KD,-33,[12],"[16, 6]",[42],"[22, 14]","[25, 13]","[8, 8]",-37/-21,"[""Double's main reversal tool\n"", 'Combo by super canceling into 214KK\n', 'Super canceling with 214KK is ', 'Super canceling into 236KK is ~', 'The assist version has 2 more additional vulnerable frames, after the usual 3 vulnerable frames on every assist.\n', 'Hitboxes for each version are the same']",https://wiki.gbl.gg/images/9/9e/SG_dbl_dpk_hb.png,https://wiki.gbl.gg/images/e/e9/SG_dbl_dplk_fd.png,SPECIAL_MOVE,20.0
DOUBLE,M BOMBER,"623MK,623MK,DP MK,DPMK,MBOMBER,M HORNET BOMBER,M HORNET",Mid,,"[400, 500, 900]","[100, 100, 100]","['4.5', '4.6', '4.6']",['2.5'],,KD,-42,[14],"[11, 4, '(10)', 9]",[49],"[20, 20, 17]","[23, 23, 14]","[10, 8, 2009]",-56/-31,['Hitboxes for each version are the same'],https://wiki.gbl.gg/images/7/7e/SG_dbl_dpk.png,https://wiki.gbl.gg/images/2/29/SG_dbl_dpmk_fd.png,SPECIAL_MOVE,20.0
DOUBLE,H BOMBER,"623HK,623HK,DP HK,DPHK,H HORNET BOMBER,H HORNET,HORNET BOMBER,HBOMBER,BOMBER,HORNET",Mid,,"[500, 600, 1000]","[100, 100, 100]","['4.5', '4.6', '4.6']",['2.5'],,KD,-46,[17],"[12, 4, '(11)', 13]",[50],"[20, 20, 20]","[23, 23, 15]","[11, 9, 10]",-35,['Hitboxes for each version are the same'],https://wiki.gbl.gg/images/7/7e/SG_dbl_dpk.png,https://wiki.gbl.gg/images/9/9f/SG_dbl_dphk_fd.png,SPECIAL_MOVE,20.0
DOUBLE,TEACUP,"CUP,L ITEM CRASH,L ITEM,ITEM CRASH L,ITEM L,214LK,J214LK,AIR 214LK,214LK,J214LK,AIR 214LK,QCB LK,J QCB LK,AIR QCB LK,QCBLK,J QCBLK,AIR QCBLK",High,,[500],[100],['7.5'],['2.5'],,Stagger,-23 (at best),[12],['until landing'],['24 (40 on whiff)'],[24],[17],[8],-19,"['Staggers grounded opponents\n', ""Shrinks Double's hurtbox dramatically\n"", ""Each version alters Double's air momentum downwards\n"", 'Each version is a possible grounded overhead option, however unsafe without an assist\n', 'Each version has a crossup hitbox\n', 'See left hitbox']",https://wiki.gbl.gg/images/7/77/SG_dbl_jqcbk_hb.png,https://wiki.gbl.gg/images/2/29/SG_dbl_jqcblk_fd.png,SPECIAL_MOVE,20.0
DOUBLE,BARREL,"M ITEM CRASH,M ITEM,ITEM CRASH M,ITEM M,214MK,J214MK,AIR 214MK,214MK,J214MK,AIR 214MK,QCBMK,J QCB MK,AIR QCB MK,QCBMK,J QCBMK,AIR QCBMK","High, Mid",,"[450, 475]","[100, 100]","['4.5', '7.5']",['2.5'],,KD (2nd hit),-13,[12],"['until landing', 3]",[35],"[55, 34]","[23, 23]","[10, 10]",,"['Causes a short ground bounce. Combo: j214K > OTG 2LK\n', ""Each version alters Double's air momentum downwards\n"", 'Each version is a possible grounded overhead option, however unsafe without an assist\n', 'Each version has a crossup hitbox\n', 'See center hitbox']",https://wiki.gbl.gg/images/7/77/SG_dbl_jqcbk_hb.png,https://wiki.gbl.gg/images/b/ba/SG_dbl_jqcbmk_fd.png,SPECIAL_MOVE,20.0
DOUBLE,FRIDGE,"H ITEM CRASH,H ITEM,ITEM CRASH H,ITEM H,214HK,J214HK,AIR 214HK,214HK,J214HK,AIR 214HK,QCBHK,J QCB HK,AIR QCB HK,QCBHK,J QCBHK,AIR QCBHK","High, Mid",,"[550, 650]","[100, 200]","['6', '7.5']",['2.5'],,Ground Bounce (2nd hit),-30,[14],"['until landing', 3]",[55],"[55, 22]","[25, 26]","[10, 12]",,"['Casuses a ground bounce that makes the opponent go high in the air\n', 'Super canceling into 214KK is ', ""Each version alters Double's air momentum downwards\n"", 'Each version is a possible grounded overhead option\n', 'Each version has a crossup hitbox\n', 'See right hitbox']",https://wiki.gbl.gg/images/7/77/SG_dbl_jqcbk_hb.png,https://wiki.gbl.gg/images/c/cd/SG_dbl_jqcbhk_fd.png,SPECIAL_MOVE,20.0
DOUBLE,CILIA SLIDE,"CLIDE,SLIDE,4LKHK,4LKHK,4LKHK,4LKHK,BLKHK,BLKHK,BLKHK,BLKHK,CILIA,CILIA CLIDE",Low,Sweep,[1000],[100],['7.5'],['2.5'],,KD,-15,[16],[10],[36],[18],[21],[12],,"['Moves Double forward quickly\n', 'Has sweep properties (breaks armor)\n', 'Super canceling into 214KK is ~', 'Super canceling into 236KK, the cathead attacks will be a true blockstring']",https://wiki.gbl.gg/images/1/15/SG_dbl_blkhk_hb.png,https://wiki.gbl.gg/images/2/27/SG_dbl_blkhk_fd.png,SPECIAL_MOVE,20.0
DOUBLE,CAR,"236PP,236 PP,236PP,QCFPP,QCF PP,QCFPP",Mid,"Invuln. (Full) ,
33% Min. Scaling (except 1st hit)","[500, 500, 500, 500, 1200]","[100, 100, 100, '100.200']",['-100'],,,KD,-64 (at best),['6  2 OR 6  11'],['--'],[32],"[26, 26, 26, 26, 26]","[26, 26, 26, 26, 26]","['(8)5', 5, 5, 5, 24]",,"['Double disappears from the screen as Peacock, returning as invulnerable car that travels across the screen. Double becomes vulnerable again as she transforms during recovery, always appearing directly in front of the opponent.\n', 'The car will come from the side of the screen behind Double. If 4 is held, the car will come from the reverse side and 9 frames of startup are added.\n', 'If done in the corner without reversing the direction, it could potentially be post flash unblockable.\n', 'Before the screen zooms back out from the super flash, some dust will appear. The side the dust is on indicates what side the car will come from (Dust on left side means the car will come from the left and travel to the right, and vice versa). See the wiki entry for a visual.\n', ""The recovery is long so it's not very advantageous even when it hits. If OTG has been used and the opponent is knocked back into the corner Car punishable on hit by a large proportion of the cast.""]",https://wiki.gbl.gg/images/9/9e/SG_dbl_qcfpp_hb.png,https://wiki.gbl.gg/images/2/26/SG_dbl_qcfpp_fd.png,SUPER,0.0
DOUBLE,BEAST OF GEHENNA,"MONSTER,PUDDLE,BEAST,214KK,214KK,QCB KK,QCBKK,GEHENNA",Mid,"50% Damage Scaling,
 Invuln. (Full) (1 frame before flash),
 Hit Grab","[0, 1500]",,['-100'],,,KD,,['12  15  5'],"[480, 2]",[20],,[19],['(2) N/A (9 on block)'],,"['Double descends into the floor to set a puddle in front of her which has a lingering hitbox for 8 seconds, then disappears. The monster will attempt to attack if they go over the hitbox with 5f of startup.\n', 'Combo: 214KK > 236HP > 5MP\n', 'The countdown timer will go 1.5x as fast when Double is not the point character.\n', 'The puddle will disappear if Double is hit, even if it has already been activated.\n', ""The puddle won't grab enemies being thrown.\n"", ""The puddle isn't triggered by projectiles.\n"", ""The puddle will not expire during the last part of Cerebella's Ultimate Showstopper, or the last part of Valentine's level 3.""]",https://wiki.gbl.gg/images/7/76/SG_dbl_qcbkk_hb.png,https://wiki.gbl.gg/images/9/9a/SG_dbl_qcbkk_fd.png,SUPER,0.0
DOUBLE,CATELLITE LIVES,"CATHEADS,CATS,236KK,236KK,QCF KK,QCFKK,CAT HEADS,CATHEAD,CAT,HEAD",Mid,"Projectile, Invuln. (Full) (1 frame before flash)",['200xN'],['33xN'],['-200'],,,,,['7  10'],,[32],[28],[25],"['(2)', 8]",,"['Upon activation, 6 Ms. Fortune heads follow Double for 375f. The heads attack as Double presses attack buttons.\n', 'L buttons make the heads attack forward along the ground.\n', 'M buttons attack upwards at an angle.\n', ""H buttons will attack downwards at an angle if they're in the air, or behave like the L buttons if they're on the ground.\n"", 'Timer is only 220f as a DHC.\n', 'Double gains 16.6% of her usual meter gain as long as the super remains active.\n', 'The super ends early if Double leaves the screen.\n', 'Use throw inputs to have the heads attack without hitting the opponent as Double, which may add unwanted undizzy / IPS tracking.\n', 'Alpha counters can potentially punish this move as a DHC on block.\n', 'Has a lot of recovery, so if the attack this is canceled from whiffs Double can be punished.']",https://wiki.gbl.gg/images/5/53/SG_dbl_qcfkk_hb.png,https://wiki.gbl.gg/images/1/12/SG_dbl_qcfkk_fd.png,SUPER,0.0
DOUBLE,NIGHTMARE LEGION,"214PP,214 PP,214PP,QCBPP,QCB PP,QCBPP,LEVEL 3,LEVEL3,LVL 3,LVL3,LV3,LV 3",Mid,"Invuln. (Full),
45% Min. Scaling","[0, 1500, 300, 300, 300, 300, 300, 300, 300, 300, 300, 0, 300, 300, 300, 300, 300, 300, 2500]",[200],['-300'],,,Sliding KD,-34,['4  2'],[17],[40],[20],[23],['(6) 46 (10 on block)'],,"['On hit, goes into a sequence of attacks as Double transforms into a variety of characters, ending in a sliding knockdown.\n', 'Combo: OTG Car (reverse)\n', 'The full attack will only trigger after a successful first hit. If the point blocks but the move hits an assist, it will execute the attack but stop when the point blocks a hit. The follow up hits are all extremely advantageous on block, making this move safe if it hits an assist.\n', 'Damage shows complete attack, frame data shows attack on whiff or block.']",https://wiki.gbl.gg/images/c/c4/SG_dbl_qcbpp_hb.png,https://wiki.gbl.gg/images/d/da/SG_dbl_qcbpp_fd.png,SUPER,0.0
DOUBLE,MEGALITH ARRAY,"22KK,22KK,DD KK,DDKK,LEVEL 5,LEVEL5,LVL5,LVL 5,LV5,LV 5,MOAI,MOYAI,MAOI",Mid,"Invuln. (Full),
55% Min. Scaling",[2000],[200],['-500'],,,Ground Bounce,25,['4  1'],[3],[0],[22],[25],"['(5)', 12]",,"['Double transforms into a giant Easter Island statue which hits as an initial hit. For 600f, she can then shoot a variety of projectiles by pressing punches (See ""Megalith Rings"") or kicks (See ""Megalilth L Bomb"", ""Megalith M Bomb"", ""Megalith H Bomb"").\n', 'Can end the super early by exploding with 214P or 214K. See ""Megalith Explosion"".\n', ""There is no recovery animation if she doesn't explode.\n"", 'If the timer runs out on its own, she will not explode. ', 'After the initial invulnerability period, Double becomes vulnerable. She can begin attacking immediately after the active frames, but this will end her invulnerability.\n', ""Double will transform back to normal if she's hit.\n"", 'The meter gauge will drain during the super, so it can be used as a timer.\n', ""None of Double's attacks during this super can trigger IPS or build undizzy.\n"", 'See also ""Megalith Array Air""']",https://wiki.gbl.gg/images/a/ae/SG_dbl_ddkk_hb.png,https://wiki.gbl.gg/images/c/c4/SG_dbl_ddkk1_fd.png,SUPER,0.0
DOUBLE,MEGALITH ARRAY AIR,"j22KK,AIR 22KK,j22KK,AIR DDKK,J DD KK,AIR DD KK,J DDKK,AIR 22KK,AIR LEVEL 5,AIR LEVEL5,AIR LV 5,AIR LVL 5,AIR LV5,AIR LVL5,AIR MOAI,AIR MOYAI,AIR MAOI",High,"Invuln. (Full),
55% Min. Scaling","[100, 2000]","[200, 200]",['-500'],,,Ground Bounce,23,['4  1'],"['(until ground)', 3]",[0],"[55, 22]","[25, 25]","['(5)', 10, 12]",,"[""Hits overhead and adds an initial hit and active frames as Double falls to the ground. This doesn't affect the number of invulnerable frames.\n"", 'See ""Megalith Array""']",https://wiki.gbl.gg/images/a/ae/SG_dbl_ddkk_hb.png,https://wiki.gbl.gg/images/d/d4/SG_dbl_ddkk2_fd.png,SUPER,0.0
DOUBLE,MEGALITH RINGS,RINGS,Mid,"45% Min. Scaling,
 Projectile","[200, 200, 200]","[50, 50, 50]",['0'],,,"N/A, KD (vs air)",,[8],['--'],[35],"[30, 30, 30]","[18, 18, 18]","[8, 8, 8]",,"['Summons three rings from the statue.\n', 'Strength of the punch determines the pattern of the rings.\n', 'All projectiles will go away once the super ends.']",https://wiki.gbl.gg/images/a/ae/SG_dbl_ddkk_hb.png,,SPECIAL_MOVE,20.0
DOUBLE,MEGALITH L BOMB,L BOMB,Mid,"45% Min. Scaling,
 Projectile",[250],[100],['0'],,,KD,,[1],,,[26],[18],[8],,"['Summons one walking bomb from behind the statue.\n', 'All projectiles will go away once the super ends.']",https://wiki.gbl.gg/images/a/ae/SG_dbl_ddkk_hb.png,,SPECIAL_MOVE,20.0
DOUBLE,MEGALITH M BOMB,M BOMB,Mid,"45% Min. Scaling,
 Projectile",[240],[100],['0'],,,,,[1],,,[26],[18],[8],,"['Summons one go kart bomb from behind the statue.\n', 'All projectiles will go away once the super ends.']",https://wiki.gbl.gg/images/a/ae/SG_dbl_ddkk_hb.png,,SPECIAL_MOVE,20.0
DOUBLE,MEGALITH H BOMB,H BOMB,Mid,"45% Min. Scaling,
 Projectile","[265, 265, 265]","[100, 100, 100]",['0'],,,"N/A, KD (vs air)",,[1],,,"[23, 23, 23]","[18, 18, 18]","[8, 8, 8]",,"['Summons three plane bombs from behind the statue.\n', 'All projectiles will go away once the super ends.']",https://wiki.gbl.gg/images/a/ae/SG_dbl_ddkk_hb.png,,SPECIAL_MOVE,20.0
DOUBLE,MEGALITH EXPLOSION,"EXPLODE,EXPLOSION",Mid,"55% Min. Scaling,",[2250],[400],['0'],,,KD,-46,[8],[1],[90],[24],[27],[16],,"['Damages the opponent and inflicts 1500 recoverable damage to herself which cannot KO herself.\n', 'Must be done in order to get the most damage out of this super.']",https://wiki.gbl.gg/images/a/ae/SG_dbl_ddkk_hb.png,https://wiki.gbl.gg/images/4/48/SG_dbl_ddkkqcb_fd.png,SPECIAL_MOVE,20.0
DOUBLE,TAUNT,"LP,LK,MK,HK,HP,MP,LP LK MK HK HP MP",,,,,['0'],,,,,,,[99],,,,,['Gives 1% meter to the opponent.'],https://wiki.gbl.gg/images/6/61/SG_dbl_taunt.png,,TAUNT,0.0
DOUBLE,ASSIST RECOVERY,"ASSIST,ASSIST TAUNT",,,,,,,,,,,,[40],,,,,"['Amount of time it takes for the character to turn invulnerable after they finish performing their assist action.\n', 'Longer recovery → more time to punish the assist.\n', 'Double teleports off screen instead of jumping off screen, which allows her to be called again sooner.']",https://wiki.gbl.gg/images/b/bc/SG_dbl_assist.png,,ASSIST_RECOVERY,
