,alt_names,guard,properties,damage,scaling,chip_damage,meter_on_hit,meter_on_whiff,on_hit_adv,on_hit_effect,on_block_adv,startup,active,recovery,hitstun,blockstun,hitstop,blockstop,super_hitstop,on_pushblock,footer,thumbnail_url,footer_url,move_category,undizzy,scaling_for_hit,scaling_after_modifiers,character,move_name,scaled_damage,summed_damage
42,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,6809.0
43,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,6859.0
44,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,6909.0
45,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,6959.0
46,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,7009.0
47,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,7059.0
48,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,7109.0
49,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,7159.0
50,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,7209.0
51,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,7259.0
52,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,7309.0
53,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,7359.0
54,"MACRO_236PP
BEAM SUPER
LEVEL 1",['Mid'],"['Projectile', ' Invuln. (Full) (Frames 9-15)']",250,,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",['-100'],,,KD,-26,['96'],['37'],['37'],"['34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34', '34']","['27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",,,['-'],"- Annie fires a fullscreen beam from Sagan.- After the first projectile is made, another is made 2f later.- Can be done in the air. See AIR SAGAN BEAM.",https://wiki.gbl.gg/images/1/1d/SG_ann_qcfpp_hb.png,https://wiki.gbl.gg/images/2/27/SG_ann_qcfpp_fd.png,SUPER,0.0,0.2,0.2,ANNIE,SAGAN BEAM,50.0,7409.0
